accident_reference,year,slightsevere,sex_of_casualty,age_band_of_casualty,under21,over65,casualty_home_area_type,casualty_imd_decile,casualty_depdecile,number_of_vehicles,number_of_casualties,road_type,speed_limit,at_junction,light_conditions,weather_effect,road_wetness,special_conditions,trunk_road_flag,bike_movement,restricted_lane,hit_object_in_carriageway,hit_object_off_carriageway,hit_object,first_point_of_impact,date,time,day_of_week,local_authority_district,local_authority_ons_district,urban_or_rural_area,latitude,longitude,lsoa_of_accident_location,Mean_age,Median_age,total_car_hh,no_car_hh,X1_car_hh,X2_car_hh,X3_car_hh,X16_74_all,X16_74_2km,X16_74_2_5km,X16_74_5_10km,X16_74_10_20km,X16_74_20_30km,X16_74_30_40km,X16_74_40_60km,X16_74_60km,X16_74_home_based,X16_74_other,density._persons,usual_residents_persons,land_area,hh_size_mean,hh_size_1,hh_size_2,hh_size_3,hh_size_4,hh_size_5,hh_size_6,hh_size_7,trans_mode_home,trans_mode_tram,trans_mode_rail,trans_mode_bus,trans_mode_taxi,trans_mode_scooter,trans_mode_car,trans_mode_psgr_car,trans_mode_bike,trans_mode_walk,trans_mode_other,cycling_lane_km,cycling_lane_km_norm,tram_rail_count,bus_count,bike_theft_reports,road_length,severance_km
06N027048,2017,Slight,Male,26 - 35,0,0,Small town,Less deprived 10-20%,9,2,1,Single carriageway,30,0,Darkness - lights lit,1,0,1,Non-trunk,0,0,0,0,Neither,Front,2017-02-08,22:05:00,Wednesday,Bury,E08000002,Urban,53.518798,-2.271944,E01005033,36.35897436,35,597,108,257,175,57,732,124,69,106,62,7,3,4,3,267,87,35.07118928,1675,47.76,171,175,79,77,32,22,15,24,267,8,7,22,8,0,298,28,13,73,6,0.668785944,1.42e-6,0,9,9,4293.525854,1.050272412
06N028192,2017,Slight,Male,11 - 15,1,0,Urban area,More deprived 40-50%,5,2,1,Dual carriageway,30,0,Daylight,0,0,0,Non-trunk,0,0,0,0,Neither,Front,2017-03-21,15:20:00,Tuesday,Bury,E08000002,Urban,53.596849,-2.31016,E01004964,37.30984456,35,839,233,410,160,36,932,168,116,106,141,25,2,4,5,237,128,46.26530102,1852,40.03,315,267,137,85,24,10,1,2,237,20,1,35,26,0,453,43,15,93,8,2.249194312,5.61e-6,0,16,4,8346.767417,2.182492503
06N028236,2017,Slight,Male,36 - 45,0,0,Urban area,Less deprived 10-20%,9,2,1,Single carriageway,30,0,Daylight,1,0,0,Non-trunk,1,0,0,0,Neither,Nearside,2017-04-04,17:55:00,Tuesday,Bury,E08000002,Urban,53.597978,-2.275203,E01004960,29.88896104,29,652,358,226,56,12,473,135,69,47,62,11,3,4,4,72,66,43.8665616,1670,38.07,203,152,137,89,46,15,13,0,72,6,1,42,26,0,185,39,4,93,2,0,0,0,20,5,2612.627397,1.265105619
06N028859,2017,Slight,Male,36 - 45,0,0,Urban area,More deprived 30-40%,4,2,1,Single carriageway,20,0,Daylight,1,1,0,Non-trunk,1,0,0,0,Neither,Nearside,2017-03-10,08:50:00,Friday,Bury,E08000002,Urban,53.583235,-2.291164,E01005028,34.28506991,34,834,290,363,145,36,854,195,135,84,90,22,4,6,11,157,150,77.44282744,2235,28.86,259,203,132,121,71,26,11,10,157,16,2,48,34,6,397,58,13,110,12,0.347718068,1.21e-6,0,10,7,6145.036972,1.10150738
06N029111,2017,Slight,Male,11 - 15,1,0,Urban area,Less deprived 10-20%,9,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,0,0,0,0,Neither,Offside,2017-03-21,07:54:00,Tuesday,Bury,E08000002,Urban,53.587795,-2.321635,E01004953,44.93802817,48,639,112,252,210,65,718,87,97,61,90,20,3,4,7,238,111,31.73256055,1533,48.31,167,225,104,108,25,4,1,2,238,10,2,10,8,2,384,28,7,25,4,0.143863887,2.97e-7,0,5,1,2451.003212,0.484035593
06N029531,2017,Severe/Fatal,Male,36 - 45,0,0,Urban area,Less deprived 20-30%,8,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,0,0,0,1,Off carriageway,Back,2017-03-29,08:25:00,Wednesday,Bury,E08000002,Urban,53.527588,-2.280207,E01005045,40.65861214,40,724,190,345,154,35,833,70,71,175,56,17,1,3,9,344,87,51.57693533,1619,31.39,247,242,114,80,24,12,3,1,344,39,3,17,4,1,332,30,12,44,8,0.837890693,2.66e-6,0,13,3,5127.136976,1.480561983
06N030005,2017,Slight,Male,16 - 20,1,0,Urban area,Less deprived 10-20%,9,2,1,Dual carriageway,30,1,Daylight,0,0,0,Non-trunk,0,0,0,0,Neither,Back,2017-04-26,19:00:00,Wednesday,Bury,E08000002,Rural,53.631807,-2.316208,E01005022,41.79749216,46,635,41,240,274,80,780,47,74,88,116,27,6,5,11,324,82,4.854715268,1497,308.36,169,222,130,85,21,7,1,0,324,4,0,3,3,2,399,18,3,23,1,2.436744314,7.9e-7,0,32,2,9446.115745,8.393517379
06N030190,2017,Severe/Fatal,Male,36 - 45,0,0,Small town,Less deprived 10-20%,9,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,0,0,0,0,Neither,Back,2017-05-05,16:25:00,Friday,Bury,E08000002,Urban,53.562948,-2.291326,E01005055,43.39904175,46,586,64,266,209,47,685,60,89,102,96,10,4,7,4,242,71,37.91568473,1448,38.19,138,209,112,89,22,12,3,0,242,6,3,20,2,0,351,22,7,28,5,1.328950935,3.47e-6,0,9,1,4126.164007,1.120689392
06N030193,2017,Slight,Male,66 - 75,0,1,Urban area,More deprived 10-20%,2,2,1,Dual carriageway,30,0,Daylight,0,0,0,Non-trunk,0,0,0,0,Neither,Back,2017-03-13,08:05:00,Monday,Bury,E08000002,Urban,53.601413,-2.285803,E01004956,39.72903594,39,781,272,351,127,31,725,158,116,76,88,23,5,5,6,129,119,11.74214876,1776,151.25,301,212,139,85,26,8,9,1,129,20,6,35,15,3,369,44,10,88,8,1.737046566,1.15e-6,0,10,7,3743.532769,1.070282894
06N030419,2017,Severe/Fatal,Male,11 - 15,1,0,Urban area,Least deprived 10%,10,2,1,Single carriageway,30,1,Daylight,0,0,0,Non-trunk,0,0,0,0,Neither,Nearside,2017-05-03,17:28:00,Wednesday,Bury,E08000002,Urban,53.592372,-2.32099,E01004948,39.71589744,40,839,300,336,166,37,812,129,140,95,100,19,1,5,5,198,120,19.68023562,1871,95.07,353,224,120,100,32,6,2,4,198,10,4,29,21,4,409,40,11,75,8,3.252519769,3.41e-6,0,16,2,9935.44529,2.986640169
06N030662,2017,Slight,Male,36 - 45,0,0,Urban area,More deprived 40-50%,5,2,1,Single carriageway,30,1,Daylight,0,0,0,Non-trunk,0,0,0,0,Neither,Did not impact,2017-05-23,20:10:00,Tuesday,Bury,E08000002,Rural,53.574128,-2.361127,E01005000,41.84281843,45,588,41,227,223,97,765,30,130,114,99,25,4,7,7,216,133,12.9295948,1471,113.77,125,232,108,95,19,8,2,1,216,10,0,6,4,2,462,43,5,15,5,1.507999861,1.32e-6,0,16,2,9836.237908,2.146569803
06N030669,2017,Severe/Fatal,Male,66 - 75,0,1,Urban area,More deprived 10-20%,2,2,1,Roundabout,30,0,Daylight,0,0,0,Non-trunk,0,0,0,0,Neither,Front,2017-05-18,10:15:00,Thursday,Bury,E08000002,Urban,53.539526,-2.27173,E01004973,39.61848958,39,652,121,321,168,42,837,55,69,161,73,15,2,3,7,354,98,73.21005216,1544,21.09,179,228,118,94,22,6,3,1,354,24,6,29,8,0,339,34,12,31,5,0.276114086,1.3e-6,0,7,4,4114.092487,0.72406147
06N031146,2017,Severe/Fatal,Male,36 - 45,0,0,Urban area,More deprived 30-40%,4,2,1,Single carriageway,30,1,Daylight,0,0,0,Non-trunk,0,0,0,0,Neither,Front,2017-06-01,20:15:00,Thursday,Bury,E08000002,Urban,53.600599,-2.339548,E01005053,39.71815182,42,633,76,282,220,55,765,56,134,107,103,24,5,4,10,219,103,21.11509799,1530,72.46,159,245,122,82,16,3,2,4,219,9,0,13,10,1,428,41,8,29,4,0.466619226,6.36e-7,0,20,2,3433.748002,1.411713462
06N031342,2017,Slight,Male,36 - 45,0,0,Urban area,More deprived 20-30%,3,2,1,Dual carriageway,30,0,Daylight,0,0,0,Non-trunk,0,0,0,0,Neither,Offside,2017-06-09,17:50:00,Friday,Bury,E08000002,Urban,53.526117,-2.278855,E01005036,42.94766547,44,1067,395,451,173,48,974,81,100,195,93,25,5,9,11,354,101,47.95548028,1982,41.33,543,306,103,72,36,8,0,0,354,56,3,32,8,3,399,29,16,67,6,0.194841659,4.7e-7,1,21,22,7220.537101,1.644864972
06N031772,2017,Slight,Male,36 - 45,0,0,Urban area,More deprived 10-20%,2,2,1,Dual carriageway,30,0,Daylight,0,0,0,Non-trunk,0,0,0,0,Neither,Nearside,2017-05-19,15:55:00,Friday,Bury,E08000002,Urban,53.5969,-2.289837,E01004980,36.62886598,36,644,245,297,83,19,627,142,76,80,94,9,8,3,2,107,106,73.84459116,1454,19.69,258,196,81,49,26,18,8,7,107,17,3,31,20,4,300,35,9,94,10,0.712672177,3.69e-6,0,9,8,4935.637827,0.74908835
06N032715,2017,Slight,Male,46 - 55,0,0,Urban area,More deprived 40-50%,5,2,1,Dual carriageway,30,0,Daylight,0,0,0,Non-trunk,0,0,0,0,Neither,Offside,2017-07-05,11:30:00,Wednesday,Bury,E08000002,Urban,53.590434,-2.295096,E01005024,31.11940299,30,1000,458,422,98,22,1006,175,107,89,151,25,7,7,8,278,159,34.72276838,2649,76.29,366,263,118,86,73,56,19,19,278,40,10,80,27,0,336,49,9,154,20,1.499704129,1.96e-6,0,31,84,10882.24289,3.712663704
06N033540,2017,Slight,Male,16 - 20,1,0,Urban area,More deprived 30-40%,4,2,1,Dual carriageway,30,0,Daylight,1,1,0,Non-trunk,0,0,0,0,Neither,Offside,2017-07-28,13:22:00,Friday,Bury,E08000002,Urban,53.594101,-2.309309,E01004948,39.71589744,40,839,300,336,166,37,812,129,140,95,100,19,1,5,5,198,120,19.68023562,1871,95.07,353,224,120,100,32,6,2,4,198,10,4,29,21,4,409,40,11,75,8,3.252519769,3.41e-6,0,16,2,9935.44529,2.986640169
06N033704,2017,Slight,Female,36 - 45,0,0,Rural,Less deprived 30-40%,7,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,0,0,0,Neither,Nearside,2017-08-04,16:20:00,Friday,Bury,E08000002,Urban,53.619043,-2.2954310000000002,E01004982,48.33404407,53,655,85,263,224,83,691,43,125,89,86,29,6,1,3,213,96,11.12523364,1488,133.75,179,272,96,69,27,6,2,1,213,2,2,13,9,2,385,21,3,32,6,1.422291116,1.06e-6,0,11,0,2643.550608,1.418874278
06N033865,2017,Slight,Male,11 - 15,1,0,Urban area,Less deprived 20-30%,8,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,0,0,0,Neither,Nearside,2017-08-12,16:25:00,Saturday,Bury,E08000002,Urban,53.551458,-2.296062,E01004989,44.35289958,46,570,58,235,210,67,683,43,59,120,57,15,7,4,7,320,51,37.55285412,1421,37.84,147,210,102,80,20,7,3,2,320,23,2,3,2,1,283,20,3,21,8,0.706807581,1.85e-6,0,22,9,4633.853746,1.819473553
06N034287,2017,Slight,Male,16 - 20,1,0,Urban area,Less deprived 40-50%,6,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,0,1,0,0,Neither,Offside,2017-08-22,14:45:00,Tuesday,Bury,E08000002,Urban,53.592431,-2.312122,E01004948,39.71589744,40,839,300,336,166,37,812,129,140,95,100,19,1,5,5,198,120,19.68023562,1871,95.07,353,224,120,100,32,6,2,4,198,10,4,29,21,4,409,40,11,75,8,3.252519769,3.41e-6,0,16,2,9935.44529,2.986640169
06N034890,2017,Slight,Male,16 - 20,1,0,Urban area,Most deprived 10%,1,2,1,Single carriageway,20,0,Daylight,1,1,1,Non-trunk,0,1,0,0,Neither,Front,2017-09-07,15:10:00,Thursday,Bury,E08000002,Rural,53.545558,-2.263408,E01004969,43.69294342,47,711,165,298,197,51,700,22,94,162,60,17,8,10,3,204,120,5.781609195,1509,261,297,221,104,62,17,8,0,1,204,11,1,43,7,2,380,22,4,22,5,2.765777653,1.06e-6,0,18,1,5941.524681,3.66580661
06N035427,2017,Severe/Fatal,Male,36 - 45,0,0,Urban area,Most deprived 10%,1,2,1,Single carriageway,30,0,Darkness - lights lit,1,1,0,Non-trunk,0,0,0,0,Neither,Front,2017-09-12,20:20:00,Tuesday,Bury,E08000002,Urban,53.596743,-2.309675,E01004964,37.30984456,35,839,233,410,160,36,932,168,116,106,141,25,2,4,5,237,128,46.26530102,1852,40.03,315,267,137,85,24,10,1,2,237,20,1,35,26,0,453,43,15,93,8,2.249194312,5.61e-6,0,16,4,8346.767417,2.182492503
06N037505,2017,Severe/Fatal,Male,16 - 20,1,0,Urban area,Less deprived 20-30%,8,2,1,Dual carriageway,30,0,Darkness - lights lit,0,0,0,Non-trunk,0,0,0,0,Neither,Front,2017-11-15,16:17:00,Wednesday,Bury,E08000002,Urban,53.591754,-2.302901,E01005027,36.32961783,36,688,220,320,114,34,806,166,102,80,91,22,3,5,9,209,119,27.09940329,1862,68.71,241,170,104,64,45,42,12,9,209,16,5,55,10,2,356,27,9,105,13,2.437379298,3.58e-6,1,94,58,8208.050915,3.723106631
06N037973,2017,Slight,Female,46 - 55,0,0,Urban area,More deprived 40-50%,5,2,1,Single carriageway,30,0,Daylight,1,1,0,Non-trunk,0,0,0,0,Neither,Did not impact,2017-11-28,08:15:00,Tuesday,Bury,E08000002,Urban,53.604951,-2.294608,E01004978,37.17795087,37,658,125,309,176,48,769,108,95,101,98,29,6,4,5,188,135,52.42800678,1857,35.42,163,204,107,96,36,28,13,11,188,18,3,27,9,0,389,44,12,63,14,1.421580809,3.97e-6,0,14,2,2110.047227,1.490226052
06N038454,2017,Severe/Fatal,Male,66 - 75,0,1,Urban area,Less deprived 30-40%,7,3,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,0,1,0,0,Neither,Front,2017-12-19,13:30:00,Tuesday,Bury,E08000002,Urban,53.570626,-2.294203,E01005060,41.1982808,42,735,120,335,225,55,793,81,142,122,102,19,4,2,6,201,114,18.85397412,1734,91.97,240,242,105,91,29,19,4,5,201,6,0,29,9,1,476,31,8,31,3,1.206247924,1.31e-6,0,10,7,2470.341764,3.337402941
06N038485,2017,Slight,Male,16 - 20,1,0,Urban area,More deprived 40-50%,5,2,1,Single carriageway,30,0,Daylight,0,1,0,Non-trunk,1,1,1,0,In carriageway,Front,2017-12-23,14:33:00,Saturday,Bury,E08000002,Urban,53.581084,-2.342971,E01005006,43.11430356,48,807,93,291,316,107,1022,42,188,122,144,35,6,7,8,347,123,11.40632933,2022,177.27,174,298,149,140,37,9,0,1,347,8,2,18,6,2,551,43,2,35,7,2.186067622,1.24e-6,0,27,1,8108.475333,3.864378022
06N038803,2017,Slight,Male,16 - 20,1,0,Urban area,More deprived 40-50%,5,2,1,Single carriageway,30,1,Daylight,1,1,0,Non-trunk,0,1,0,0,Neither,Nearside,2017-11-16,08:40:00,Thursday,Bury,E08000002,Urban,53.58103,-2.30296,E01005025,40.76705277,41,715,171,317,185,42,769,121,111,79,115,19,1,7,3,200,113,19.84563209,1697,85.51,228,236,125,68,33,14,10,3,200,6,4,32,16,3,382,33,7,77,10,2.472044286,2.9e-6,0,17,4,4797.377651,2.075288256
06N309881,2017,Slight,Male,36 - 45,0,0,Urban area,More deprived 20-30%,3,2,1,Single carriageway,30,0,Daylight,1,1,0,Non-trunk,0,0,0,0,Neither,Front,2017-06-05,16:55:00,Monday,Bury,E08000002,Urban,53.570904,-2.294296,E01005060,41.1982808,42,735,120,335,225,55,793,81,142,122,102,19,4,2,6,201,114,18.85397412,1734,91.97,240,242,105,91,29,19,4,5,201,6,0,29,9,1,476,31,8,31,3,1.206247924,1.31e-6,0,10,7,2470.341764,3.337402941
06P026618,2017,Slight,Male,46 - 55,0,0,Urban area,Less deprived 30-40%,7,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,0,0,0,0,Neither,Nearside,2017-01-17,08:30:00,Tuesday,Rochdale,E08000005,Urban,53.539844,-2.201899,E01005549,44.03846154,48,593,43,226,241,83,749,53,81,146,52,11,6,8,10,277,105,27.77678091,1548,55.73,110,211,128,100,33,3,5,2,277,4,3,27,5,4,389,14,3,19,4,1.782051059,3.2e-6,0,7,2,1863.489244,1.349662955
06P026729,2017,Slight,Male,46 - 55,0,0,Rural,Less deprived 30-40%,7,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,0,0,0,0,Neither,Offside,2017-02-09,14:25:00,Thursday,Rochdale,E08000005,Urban,53.608304,-2.107947,E01005556,41.65149545,45,698,166,292,181,59,750,79,119,116,84,21,5,4,4,207,111,32.86021505,1528,46.5,218,255,133,73,16,1,2,1,207,36,6,17,3,3,377,34,9,55,4,0.458899009,9.8e-7,1,23,4,4671.124822,1.813350674
06P027229,2017,Slight,Male,36 - 45,0,0,Urban area,Most deprived 10%,1,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,0,0,0,Neither,Offside,2017-02-08,17:10:00,Wednesday,Rochdale,E08000005,Urban,53.623465,-2.144469,E01033258,29.38347261,28,465,147.5,195.5,86,36,550,140,59.5,68,81,29,11,4,8.5,80.5,68.5,88.37928369,1715,19.405,86,78,67,76.5,76.5,34.5,22,22.5,80.5,13.5,8,27,23,3.5,277.5,45.5,2.5,51.5,16.5,0.762257876,1.95e-6,0,12,9,4551.337336,1.286265006
06P028346,2017,Severe/Fatal,Male,11 - 15,1,0,Urban area,More deprived 20-30%,3,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,0,0,0,0,Neither,Front,2017-04-03,11:45:00,Monday,Rochdale,E08000005,Rural,53.565975,-2.225789,E01005554,39.61016949,40,878,125,381,308,64,1118,39,154,265,145,26,13,10,15,289,162,6.87227196,2157,313.87,233,279,185,129,34,5,8,3,289,3,2,65,15,3,656,44,10,24,8,5.415541857,1.72e-6,0,24,0,12816.83698,7.223836561
06P028669,2017,Slight,Female,46 - 55,0,0,Urban area,Less deprived 30-40%,7,2,1,Roundabout,30,0,Daylight,0,1,0,Non-trunk,0,0,0,0,Neither,Did not impact,2017-03-29,12:20:00,Wednesday,Rochdale,E08000005,Urban,53.571732,-2.175308,E01005479,40.01614531,41,786,131,345,243,67,895,50,184,168,89,18,16,5,5,225,135,14.52193724,1976,136.07,191,283,143,110,37,14,4,2,225,4,9,46,6,4,498,49,5,44,8,2.660297854,1.97e-6,0,19,3,12391.40224,3.332697483
06P031112,2017,Slight,Male,46 - 55,0,0,Urban area,More deprived 20-30%,3,2,1,Single carriageway,30,1,Daylight,0,0,0,Non-trunk,0,0,1,0,In carriageway,Nearside,2017-05-19,13:50:00,Friday,Rochdale,E08000005,Urban,53.636159,-2.126092,E01005595,42.89785344,46,747,344,293,89,21,493,57,143,55,46,24,9,4,4,80,71,60.03616637,1328,22.12,430,164,84,45,10,12,3,0,80,1,5,28,22,2,265,34,7,47,3,0.100476896,4.51e-7,0,14,4,2029.091866,1.280937971
06P031724,2017,Slight,Male,46 - 55,0,0,Urban area,More deprived 10-20%,2,3,1,Single carriageway,30,1,Daylight,0,0,0,Non-trunk,0,1,0,0,Neither,Offside,2017-06-14,07:45:00,Wednesday,Rochdale,E08000005,Rural,53.565104,-2.183132,E01005543,43.28,46,515,74,218,185,38,590,42,103,118,61,20,6,5,2,128,105,4.015406837,1251,311.55,142,190,92,57,27,3,3,1,128,1,1,20,12,4,350,37,5,27,5,6.717684242,2.16e-6,0,36,7,8105.227727,4.622961031
06P033480,2017,Slight,Male,11 - 15,1,0,Urban area,More deprived 20-30%,3,2,1,Single carriageway,30,0,Daylight,1,1,0,Non-trunk,0,0,0,0,Neither,Offside,2017-07-28,15:30:00,Friday,Rochdale,E08000005,Urban,53.554832,-2.209639,E01005553,37.44171779,36,768,293,318,125,32,761,92,122,159,84,15,5,3,12,121,148,70.77831828,2037,28.78,195,231,141,107,58,26,8,3,121,4,4,109,16,7,376,52,7,61,6,0.074619068,2.6e-7,0,5,4,3463.097424,1.117201007
06P033559,2017,Severe/Fatal,Male,16 - 20,1,0,Urban area,More deprived 10-20%,2,3,1,Single carriageway,30,0,Daylight,1,1,0,Non-trunk,0,0,0,0,Neither,Front,2017-07-28,16:25:00,Friday,Rochdale,E08000005,Urban,53.652649,-2.100285,E01005518,39.65425532,40,674,115,304,197,58,733,56,65,123,112,43,11,9,8,166,140,2.034816841,1592,782.38,180,254,120,84,19,14,2,0,166,2,8,16,6,7,453,31,5,34,8,8.808980402,1.13e-6,0,26,2,19539.16592,3.758383541
06P033845,2017,Slight,Male,16 - 20,1,0,Urban area,Less deprived 20-30%,8,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,1,0,0,0,Neither,Front,2017-08-10,16:10:00,Thursday,Rochdale,E08000005,Urban,53.608288,-2.147847,E01005564,31.45889187,30,736,269,336,108,23,758,223,59,94,74,26,4,8,10,132,128,54.64852608,2410,44.1,163,168,116,94,85,56,28,25,132,12,19,40,33,1,338,46,5,104,24,0.962432925,2.17e-6,0,19,9,6837.756758,1.46330924
06P033878,2017,Slight,Male,26 - 35,0,0,Urban area,More deprived 30-40%,4,2,1,Roundabout,30,0,Daylight,0,0,0,Non-trunk,0,0,0,0,Neither,Nearside,2017-08-02,08:20:00,Wednesday,Rochdale,E08000005,Urban,53.633588,-2.133948,E01005595,42.89785344,46,747,344,293,89,21,493,57,143,55,46,24,9,4,4,80,71,60.03616637,1328,22.12,430,164,84,45,10,12,3,0,80,1,5,28,22,2,265,34,7,47,3,0.100476896,4.51e-7,0,14,4,2029.091866,1.280937971
06P034952,2017,Severe/Fatal,Male,46 - 55,0,0,Urban area,Most deprived 10%,1,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,0,0,0,0,Neither,Back,2017-09-10,08:30:00,Sunday,Rochdale,E08000005,Urban,53.596053,-2.170076,E01005478,40.78712556,41,669,165,283,175,46,662,73,157,104,46,14,6,4,5,147,106,8.671435592,1588,183.13,191,230,125,69,40,4,6,2,147,1,5,30,9,1,369,38,3,52,4,1.286999205,6.98e-7,0,26,1,9489.443702,4.118494773
06P035780,2017,Severe/Fatal,Male,Over 75,0,1,Urban area,More deprived 10-20%,2,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,0,0,0,0,Neither,Nearside,2017-10-02,10:00:00,Monday,Rochdale,E08000005,Urban,53.598884,-2.142329,E01005469,38.01897321,39,687,155,304,175,53,794,159,116,94,78,23,16,4,11,152,141,60.51145799,1822,30.11,181,199,133,86,48,25,10,6,152,3,7,27,20,2,439,45,6,84,11,0,0,0,12,6,4222.855103,0.884276782
06P036873,2017,Slight,Male,26 - 35,0,0,Urban area,Less deprived 30-40%,7,2,1,Dual carriageway,30,1,Darkness - lights lit,0,0,0,Non-trunk,0,0,0,0,Neither,Front,2017-10-30,17:30:00,Monday,Rochdale,E08000005,Urban,53.626388,-2.142664,E01005581,32.8285877,31,721,289,317,85,30,654,120,117,74,84,31,8,5,7,95,113,66.52056642,1973,29.66,249,159,99,74,79,33,14,13,95,13,11,36,36,1,337,54,4,55,10,0.231454287,7.75e-7,0,12,4,3030.904147,2.163863036
06P037348,2017,Slight,Male,11 - 15,1,0,Urban area,More deprived 10-20%,2,2,1,Single carriageway,30,0,Darkness - lights lit,0,0,0,Non-trunk,1,0,0,0,Neither,Back,2017-11-06,20:00:00,Monday,Rochdale,E08000005,Urban,53.645326,-2.098286,E01005522,41.18972033,42,769,252,373,120,24,746,106,59,88,118,55,15,4,5,187,109,54.98332716,1484,26.99,362,234,100,47,18,7,2,0,187,1,22,21,11,2,362,23,11,97,10,0,0,1,15,6,3424.485407,1.243394049
06P037492,2017,Slight,Male,36 - 45,0,0,Urban area,Less deprived 10-20%,9,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,0,0,0,0,Neither,Front,2017-10-08,08:10:00,Sunday,Rochdale,E08000005,Urban,53.553839,-2.196698,E01005539,41.01789264,42,667,279,275,101,12,534,85,85,115,48,6,3,3,4,96,89,28.00085434,1311,46.82,312,201,86,36,23,8,0,1,96,2,5,59,12,1,263,29,2,61,5,0.628310924,1.35e-6,0,35,14,7724.257178,2.765546267
06P037498,2017,Slight,Male,26 - 35,0,0,Urban area,Less deprived 30-40%,7,2,1,Single carriageway,30,0,Darkness - lights lit,0,0,0,Non-trunk,0,0,0,0,Neither,Nearside,2017-11-07,16:40:00,Tuesday,Rochdale,E08000005,Urban,53.590776,-2.176611,E01005477,37.59251221,36,850,361,335,133,21,768,94,204,129,66,16,5,3,4,151,96,39.62855225,1771,44.69,359,228,161,66,27,4,3,3,151,2,15,51,37,1,370,46,11,80,7,1.418822509,3.19e-6,1,26,8,7284.256774,2.423859571
06Q026120,2017,Slight,Male,16 - 20,1,0,Urban area,Less deprived 20-30%,8,2,1,Single carriageway,50,0,Daylight,0,0,0,Non-trunk,0,0,0,0,Neither,Back,2017-01-21,15:20:00,Saturday,Oldham,E08000004,Rural,53.582672,-1.983587,E01005414,45.10127532,49,560,31,194,225,110,698,14,44,140,101,31,9,6,7,232,114,0.721949426,1335,1849.16,138,218,97,85,14,8,0,1,232,1,2,8,0,1,393,23,6,25,7,4.328356715,2.35e-7,0,50,1,9290.407503,17.5240866
06Q027365,2017,Slight,Male,46 - 55,0,0,Small town,Less deprived 40-50%,6,2,1,Single carriageway,30,0,Daylight,1,1,0,Non-trunk,0,0,0,0,Neither,Front,2017-02-02,09:20:00,Thursday,Oldham,E08000004,Urban,53.543133,-2.131684,E01005352,31.81721195,31,467,206,180,67,14,449,112,57,68,45,14,22,8,6,63,54,84.51327434,1528,18.08,140,88,45,63,51,43,22,15,63,29,3,23,6,1,188,62,6,58,7,0.072685298,4.03e-7,0,5,7,3432.589919,0.292045204
06Q029351,2017,Slight,Male,36 - 45,0,0,Urban area,More deprived 10-20%,2,2,1,Single carriageway,30,0,Daylight,0,0,0,Non-trunk,0,0,0,0,Neither,Offside,2017-03-06,07:50:00,Monday,Oldham,E08000004,Urban,53.547655,-2.15334,E01005327,40.55225359,41,776,204,328,201,43,855,109,153,117,78,7,9,4,9,231,138,42.08948833,1966,46.71,254,220,132,105,41,20,5,3,231,11,2,26,11,3,454,37,4,64,8,1.567688616,3.36e-6,0,8,5,3472.29957,1.274716072
06Q029409,2017,Slight,Female,11 - 15,1,0,Urban area,Less deprived 20-30%,8,2,1,Single carriageway,40,0,Daylight,0,0,0,Non-trunk,0,0,0,0,Neither,Offside,2017-04-01,15:15:00,Saturday,Oldham,E08000004,Urban,53.554592,-2.140021,E01005340,36.76714189,36,626,221,270,107,28,590,107,121,70,42,21,7,9,7,104,102,47.8885894,1599,33.39,220,141,106,81,39,23,10,6,104,11,9,15,13,6,313,45,2,61,10,0.727630867,2.15e-6,0,15,6,4904.319035,0.960104873
06Q029478,2017,Slight,Male,11 - 15,1,0,Urban area,More deprived 20-30%,3,2,1,Single carriageway,30,1,Darkness - lights lit,0,1,0,Non-trunk,1,0,0,0,Neither,Front,2017-03-30,21:00:00,Thursday,Oldham,E08000004,Urban,53.516057000000004,-2.142232,E01005376,36.45668746,34,574,205,255,105,9,542,79,125,83,49,7,3,3,5,87,101,32.96803653,1444,43.8,180,159,98,74,29,24,5,4,87,19,4,39,14,2,279,40,5,48,7,1.762186775,4.03e-6,0,17,22,5732.143947,2.351364561
